date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,3.055005978123732,livezeni,
2025-11-28,0.45187071813163804,livezeni,
2025-12-10,2.0198241003154793,livezeni,
2025-12-22,2.4706585650414286,livezeni,-0.4869561775685864
2026-01-03,-1.9222054359982939,livezeni,-1.9783967951082768
2026-01-15,-6.23886671080701,livezeni,-6.882242342602075
2026-01-27,-6.445088787161048,livezeni,-7.429789460168731
2026-02-08,2.3285373924400408,livezeni,3.542285690365279
2026-02-20,-4.235897415703297,livezeni,1.6691410792530945
2026-03-04,-1.910029169655342,livezeni,3.7792163479214214
2026-03-16,-0.754582533873341,livezeni,-2.5692666052611512
2026-03-28,-5.562716972140829,livezeni,-1.1056829636979435
2026-04-09,-2.9632970143228388,livezeni,-0.8777232038895807
2026-04-21,-5.258383972170457,livezeni,-3.753167865247597
2026-05-03,-3.7866106350372233,livezeni,1.480088614253005
2026-05-15,-1.020358078453159,livezeni,1.6191157798914
