date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,1.1148243729352512,margina_holdea_t2,
2025-11-28,-0.6998497105110923,margina_holdea_t2,
2025-12-10,0.7453779573755062,margina_holdea_t2,
2025-12-22,-1.1243720577690617,margina_holdea_t2,-1.8659970255869274
2026-01-03,0.45972291978214386,margina_holdea_t2,0.9663105252443634
2026-01-15,-1.1084381469922704,margina_holdea_t2,-1.5448467536398138
2026-01-27,2.7036353254717715,margina_holdea_t2,3.1900061527006947
2026-02-08,0.03707763421027832,margina_holdea_t2,-0.3522044046432213
2026-02-20,-1.4946614342825626,margina_holdea_t2,-0.32185273940857684
2026-03-04,-0.4850026173564072,margina_holdea_t2,-2.657198285690149
2026-03-16,-2.654168901350237,margina_holdea_t2,-2.24270544630043
2026-03-28,-3.687203036629043,margina_holdea_t2,-1.8271180019554005
2026-04-09,0.3744888321481248,margina_holdea_t2,0.7162428745871101
2026-04-21,1.8705446218730293,margina_holdea_t2,3.770594602686055
2026-05-03,-2.473491489477733,margina_holdea_t2,1.0114262892927584
2026-05-15,-0.4409819957646921,margina_holdea_t2,-0.6795590232606807
