date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,0.6105737666794001,slanic,
2025-11-28,1.5803773070464548,slanic,
2025-12-10,-1.693960439681544,slanic,
2025-12-22,-2.6168882872654256,slanic,-2.689551711620688
2026-01-03,-5.439869500406151,slanic,-5.8502056728771725
2026-01-15,1.853714989212079,slanic,2.9563961907446856
2026-01-27,-0.648767707463992,slanic,1.6401004831678612
2026-02-08,-0.2911510896877242,slanic,4.290598675598689
2026-02-20,-2.8795351364695128,slanic,-3.9443751047346596
2026-03-04,2.0306286348587372,slanic,2.2328302852689412
2026-03-16,1.2073165126881924,slanic,1.2487230019799305
2026-03-28,-1.57031312837676,slanic,1.0910183400772941
2026-04-09,-2.7704805625639253,slanic,-4.000924331185552
2026-04-21,-2.3876188711053543,slanic,-2.9957794864946226
2026-05-03,-3.607522760171212,slanic,-1.6976746931620434
2026-05-15,-1.6596170241589214,slanic,0.9257196153375032
