date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2025-11-16,9.15,2.45,1.84,0.028,margina_holdea_t2
2025-11-17,8.09,2.65,2.54,0.038,margina_holdea_t2
2025-11-18,9.59,2.51,1.96,0.024,margina_holdea_t2
2025-11-19,7.03,2.58,2.26,0.031,margina_holdea_t2
2025-11-20,8.54,2.32,2.03,0.019,margina_holdea_t2
2025-11-21,8.13,2.03,2.39,0.021,margina_holdea_t2
2025-11-22,7.79,2.59,2.26,0.015,margina_holdea_t2
2025-11-23,7.61,2.75,1.72,0.023,margina_holdea_t2
2025-11-24,7.61,2.23,1.85,0.018,margina_holdea_t2
2025-11-25,8.68,3.31,2.21,0.023,margina_holdea_t2
2025-11-26,8.77,1.93,2.49,0.019,margina_holdea_t2
2025-11-27,7.63,2.32,1.91,0.017,margina_holdea_t2
2025-11-28,8.22,3.06,1.83,0.02,margina_holdea_t2
2025-11-29,8.33,1.48,2.34,0.026,margina_holdea_t2
2025-11-30,8.76,2.11,2.59,0.033,margina_holdea_t2
2025-12-01,7.27,2.44,1.12,0.03,margina_holdea_t2
2025-12-02,7.42,2.21,1.84,0.01,margina_holdea_t2
2025-12-03,7.81,1.47,1.54,0.022,margina_holdea_t2
2025-12-04,8.71,3.11,2.44,0.035,margina_holdea_t2
2025-12-05,8.37,2.66,1.76,0.022,margina_holdea_t2
2025-12-06,9.19,2.72,1.81,0.03,margina_holdea_t2
2025-12-07,8.67,2.48,1.54,0.009,margina_holdea_t2
2025-12-08,7.84,2.64,2.28,0.016,margina_holdea_t2
2025-12-09,6.8,2.4,1.79,0.019,margina_holdea_t2
2025-12-10,8.31,2.65,1.96,0.021,margina_holdea_t2
2025-12-11,9.19,2.24,2.1,0.015,margina_holdea_t2
2025-12-12,9.32,2.91,1.74,0.028,margina_holdea_t2
2025-12-13,8.26,2.54,2.12,0.013,margina_holdea_t2
2025-12-14,9.98,3.06,2.24,0.021,margina_holdea_t2
2025-12-15,7.58,2.29,2.16,0.029,margina_holdea_t2
2025-12-16,7.84,2.78,1.67,0.019,margina_holdea_t2
2025-12-17,6.94,2.35,2.24,0.036,margina_holdea_t2
2025-12-18,9.94,2.59,1.98,0.0,margina_holdea_t2
2025-12-19,8.14,2.45,1.82,0.013,margina_holdea_t2
2025-12-20,9.83,2.55,2.1,0.008,margina_holdea_t2
2025-12-21,6.87,2.8,1.96,0.002,margina_holdea_t2
2025-12-22,9.2,2.88,2.37,0.013,margina_holdea_t2
2025-12-23,8.33,2.66,1.68,0.013,margina_holdea_t2
2025-12-24,10.3,2.7,1.72,0.025,margina_holdea_t2
2025-12-25,7.41,2.49,2.26,0.011,margina_holdea_t2
2025-12-26,6.61,2.58,1.71,0.007,margina_holdea_t2
2025-12-27,7.41,2.56,2.1,0.034,margina_holdea_t2
2025-12-28,7.77,2.3,2.26,0.021,margina_holdea_t2
2025-12-29,6.51,2.81,1.65,0.0,margina_holdea_t2
2025-12-30,8.66,2.98,2.23,0.023,margina_holdea_t2
2025-12-31,9.1,2.84,2.5,0.036,margina_holdea_t2
2026-01-01,8.2,2.3,2.05,0.014,margina_holdea_t2
2026-01-02,8.27,2.43,1.86,0.021,margina_holdea_t2
2026-01-03,8.25,2.61,1.84,0.019,margina_holdea_t2
2026-01-04,6.46,2.68,2.03,0.002,margina_holdea_t2
2026-01-05,7.91,2.22,1.86,0.026,margina_holdea_t2
2026-01-06,8.67,2.75,1.98,0.022,margina_holdea_t2
2026-01-07,6.86,2.01,2.23,0.027,margina_holdea_t2
2026-01-08,8.03,2.62,1.6,0.056,margina_holdea_t2
