date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-0.07748922198021765,lupeni,
2025-11-28,2.045896573895795,lupeni,
2025-12-10,2.1846670471889387,lupeni,
2025-12-22,-4.688347521171091,lupeni,-3.8423819159923953
2026-01-03,-0.6047850376515812,lupeni,-2.2089013429561466
2026-01-15,-2.3500806387013022,lupeni,-3.7789564049085342
2026-01-27,-4.054816719789114,lupeni,0.527942334484981
2026-02-08,0.6653589661787351,lupeni,1.0584533365252635
2026-02-20,-4.386502773169186,lupeni,-1.6970184453899029
2026-03-04,-4.579372603737011,lupeni,-0.4371299032899138
2026-03-16,-1.5525290559448388,lupeni,-1.8482400184363117
2026-03-28,-5.27413377174689,lupeni,-0.739692498814754
2026-04-09,0.5756714482554597,lupeni,4.295870043327059
2026-04-21,-5.3937122327386735,lupeni,-3.200985980661529
2026-05-03,-7.315700097487537,lupeni,-1.7013052714505388
2026-05-15,-7.845624175245803,lupeni,-7.017746352917719
