date,humidity_pct,cracks_cumulative,site_id
2025-11-16,47.3,1,margina_holdea_t1
2025-11-17,54.7,1,margina_holdea_t1
2025-11-18,53.0,1,margina_holdea_t1
2025-11-19,56.1,1,margina_holdea_t1
2025-11-20,49.4,1,margina_holdea_t1
2025-11-21,51.1,1,margina_holdea_t1
2025-11-22,51.8,1,margina_holdea_t1
2025-11-23,54.2,1,margina_holdea_t1
2025-11-24,54.0,1,margina_holdea_t1
2025-11-25,51.5,1,margina_holdea_t1
2025-11-26,51.3,1,margina_holdea_t1
2025-11-27,52.6,1,margina_holdea_t1
2025-11-28,52.5,1,margina_holdea_t1
2025-11-29,54.4,1,margina_holdea_t1
2025-11-30,51.8,2,margina_holdea_t1
2025-12-01,49.3,2,margina_holdea_t1
2025-12-02,52.6,2,margina_holdea_t1
2025-12-03,48.2,2,margina_holdea_t1
2025-12-04,54.5,2,margina_holdea_t1
2025-12-05,55.5,2,margina_holdea_t1
2025-12-06,52.5,2,margina_holdea_t1
2025-12-07,54.6,3,margina_holdea_t1
2025-12-08,55.5,3,margina_holdea_t1
2025-12-09,51.2,3,margina_holdea_t1
2025-12-10,47.8,3,margina_holdea_t1
2025-12-11,53.0,3,margina_holdea_t1
2025-12-12,47.4,3,margina_holdea_t1
2025-12-13,53.2,3,margina_holdea_t1
2025-12-14,47.3,3,margina_holdea_t1
2025-12-15,44.8,3,margina_holdea_t1
2025-12-16,50.8,3,margina_holdea_t1
2025-12-17,49.6,3,margina_holdea_t1
2025-12-18,51.5,3,margina_holdea_t1
2025-12-19,59.4,3,margina_holdea_t1
2025-12-20,47.8,3,margina_holdea_t1
2025-12-21,49.7,3,margina_holdea_t1
2025-12-22,47.9,3,margina_holdea_t1
2025-12-23,52.6,3,margina_holdea_t1
2025-12-24,52.0,3,margina_holdea_t1
2025-12-25,51.5,3,margina_holdea_t1
2025-12-26,55.4,3,margina_holdea_t1
2025-12-27,46.0,3,margina_holdea_t1
2025-12-28,50.7,3,margina_holdea_t1
2025-12-29,47.4,3,margina_holdea_t1
2025-12-30,48.4,3,margina_holdea_t1
2025-12-31,47.1,3,margina_holdea_t1
2026-01-01,52.7,3,margina_holdea_t1
2026-01-02,43.0,3,margina_holdea_t1
2026-01-03,50.1,3,margina_holdea_t1
2026-01-04,44.9,5,margina_holdea_t1
2026-01-05,55.7,5,margina_holdea_t1
2026-01-06,45.9,5,margina_holdea_t1
2026-01-07,51.6,5,margina_holdea_t1
2026-01-08,49.1,5,margina_holdea_t1
2026-01-09,47.2,5,margina_holdea_t1
2026-01-10,57.3,5,margina_holdea_t1
2026-01-11,45.9,5,margina_holdea_t1
2026-01-12,44.0,5,margina_holdea_t1
2026-01-13,51.7,5,margina_holdea_t1
2026-01-14,44.9,5,margina_holdea_t1
2026-01-15,51.0,5,margina_holdea_t1
2026-01-16,52.0,5,margina_holdea_t1
2026-01-17,49.3,5,margina_holdea_t1
2026-01-18,51.8,6,margina_holdea_t1
2026-01-19,47.0,6,margina_holdea_t1
2026-01-20,54.1,6,margina_holdea_t1
2026-01-21,50.6,6,margina_holdea_t1
2026-01-22,50.3,6,margina_holdea_t1
2026-01-23,49.7,6,margina_holdea_t1
2026-01-24,50.7,6,margina_holdea_t1
2026-01-25,52.9,6,margina_holdea_t1
2026-01-26,52.9,6,margina_holdea_t1
2026-01-27,50.6,6,margina_holdea_t1
2026-01-28,50.0,6,margina_holdea_t1
2026-01-29,53.5,6,margina_holdea_t1
2026-01-30,54.4,6,margina_holdea_t1
2026-01-31,49.9,6,margina_holdea_t1
2026-02-01,48.9,6,margina_holdea_t1
2026-02-02,55.3,6,margina_holdea_t1
2026-02-03,50.8,6,margina_holdea_t1
2026-02-04,50.2,6,margina_holdea_t1
2026-02-05,51.5,6,margina_holdea_t1
2026-02-06,46.9,6,margina_holdea_t1
2026-02-07,47.9,6,margina_holdea_t1
2026-02-08,54.2,7,margina_holdea_t1
2026-02-09,52.4,7,margina_holdea_t1
2026-02-10,50.0,7,margina_holdea_t1
2026-02-11,46.9,7,margina_holdea_t1
2026-02-12,51.4,7,margina_holdea_t1
2026-02-13,49.5,7,margina_holdea_t1
2026-02-14,47.0,7,margina_holdea_t1
2026-02-15,49.6,9,margina_holdea_t1
2026-02-16,50.0,9,margina_holdea_t1
2026-02-17,49.6,9,margina_holdea_t1
2026-02-18,49.9,9,margina_holdea_t1
2026-02-19,51.2,9,margina_holdea_t1
2026-02-20,53.1,9,margina_holdea_t1
2026-02-21,54.1,9,margina_holdea_t1
2026-02-22,43.9,9,margina_holdea_t1
2026-02-23,56.4,9,margina_holdea_t1
2026-02-24,48.5,9,margina_holdea_t1
2026-02-25,58.0,9,margina_holdea_t1
2026-02-26,55.8,9,margina_holdea_t1
2026-02-27,49.4,9,margina_holdea_t1
2026-02-28,53.8,9,margina_holdea_t1
2026-03-01,53.1,9,margina_holdea_t1
2026-03-02,55.5,9,margina_holdea_t1
2026-03-03,56.5,9,margina_holdea_t1
2026-03-04,54.8,9,margina_holdea_t1
2026-03-05,48.9,9,margina_holdea_t1
2026-03-06,50.7,9,margina_holdea_t1
2026-03-07,54.3,9,margina_holdea_t1
2026-03-08,56.9,9,margina_holdea_t1
2026-03-09,53.9,9,margina_holdea_t1
2026-03-10,50.6,9,margina_holdea_t1
2026-03-11,51.1,9,margina_holdea_t1
2026-03-12,48.0,9,margina_holdea_t1
2026-03-13,56.6,9,margina_holdea_t1
2026-03-14,55.3,9,margina_holdea_t1
2026-03-15,49.5,11,margina_holdea_t1
2026-03-16,52.4,11,margina_holdea_t1
2026-03-17,51.3,11,margina_holdea_t1
2026-03-18,56.8,11,margina_holdea_t1
2026-03-19,52.3,11,margina_holdea_t1
