date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,0.2450720635839075,curtea_arges,
2025-11-28,-2.076759072273412,curtea_arges,
2025-12-10,0.4245872510544897,curtea_arges,
2025-12-22,1.0367823454063676,curtea_arges,0.6597585681853834
2026-01-03,-0.46770749999309497,curtea_arges,1.3408763102335977
2026-01-15,-1.7271956593801878,curtea_arges,-1.7931524253622315
2026-01-27,-0.1517922777699484,curtea_arges,-0.9904788526469299
2026-02-08,-3.512690672052533,curtea_arges,-2.5374859767161984
2026-02-20,3.0792722912932904,curtea_arges,4.005389958894566
2026-03-04,-2.663360275268703,curtea_arges,-2.0929733312489622
2026-03-16,3.1459226172512205,curtea_arges,5.548844407753128
2026-03-28,-4.567816249467891,curtea_arges,-6.372573783967652
2026-04-09,-2.530006944654584,curtea_arges,0.11112777551176567
2026-04-21,-0.3924198786032793,curtea_arges,-2.948618746545417
2026-05-03,-2.6320927220813504,curtea_arges,1.6131029394887841
2026-05-15,-1.0320558284060974,curtea_arges,1.2482925968737388
