date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,3.4223468048474848,margina_holdea_t1,
2025-11-28,0.05156165577860472,margina_holdea_t1,
2025-12-10,1.6512452959527675,margina_holdea_t1,
2025-12-22,-0.8506992593008078,margina_holdea_t1,-3.5608717201235773
2026-01-03,-3.8002824614701156,margina_holdea_t1,-3.209870097707267
2026-01-15,-5.474856475403931,margina_holdea_t1,-5.938418142797249
2026-01-27,-0.906561864365858,margina_holdea_t1,-0.04655217088754179
2026-02-08,-1.433301539071239,margina_holdea_t1,1.972484101999064
2026-02-20,-0.655798708389142,margina_holdea_t1,4.015881472512325
2026-03-04,-1.7942093775663914,margina_holdea_t1,-0.7397062610004446
2026-03-16,4.356424173831895,margina_holdea_t1,4.824771427419279
2026-03-28,-2.116488977977605,margina_holdea_t1,-1.2172418913237193
2026-04-09,-1.6365588170076204,margina_holdea_t1,0.1313754671323092
2026-04-21,-4.145175501663488,margina_holdea_t1,-7.084666396246153
2026-05-03,7.545274841977174,margina_holdea_t1,8.051469849962317
2026-05-15,-0.09383382665272766,margina_holdea_t1,1.2856041586290774
