date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-2.1187887864118466,cacica,
2025-11-28,0.056287838856466405,cacica,
2025-12-10,-3.3574519198822306,cacica,
2025-12-22,-4.304297207997416,cacica,-1.8212570179879743
2026-01-03,1.1208699884266298,cacica,0.8871517913084694
2026-01-15,-1.7495309383232216,cacica,1.3399341512991743
2026-01-27,2.2768773112161735,cacica,5.484312099344658
2026-02-08,0.13132446522256092,cacica,-0.8246212693367241
2026-02-20,-6.275343949829399,cacica,-3.7715108429218143
2026-03-04,-2.090657292306907,cacica,-3.639612169602567
2026-03-16,-3.92465374967091,cacica,-3.379981845744559
2026-03-28,-2.1719465610115725,cacica,3.4194978240148552
2026-04-09,-1.1573891789497026,cacica,0.7777234277976702
2026-04-21,0.4895627775988276,cacica,3.6785137727247816
2026-05-03,-5.427585799465145,cacica,-2.7130326987113107
2026-05-15,-4.929736972703627,cacica,-3.143623161461604
