date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,0.7243873331761825,praid,
2025-11-28,2.6538558614679615,praid,
2025-12-10,-0.2328557290342292,praid,
2025-12-22,2.6544392263226784,praid,1.60837657762208
2026-01-03,4.65238617535817,praid,1.6654419282418402
2026-01-15,0.6510049292428823,praid,0.7365505485642597
2026-01-27,-2.051660190891954,praid,-3.921749514345527
2026-02-08,-6.147552458484996,praid,-8.999948861535971
2026-02-20,2.75126025838773,praid,1.7502127742873734
2026-03-04,-2.103196327573123,praid,-0.042946780567640896
2026-03-16,-0.15453357686534763,praid,4.994182401349708
2026-03-28,-1.8536340877675146,praid,-3.8374119551293706
2026-04-09,-4.8685872718228245,praid,-2.304492453541418
2026-04-21,-5.361888295990376,praid,-4.339462265937524
2026-05-03,-5.218637409124719,praid,-2.8041694344643373
2026-05-15,-15.050777943402824,praid,-8.485158892983334
