date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,1.958181421741754,poiana_a1,
2025-11-28,-1.218696134890589,poiana_a1,
2025-12-10,2.543846446286639,poiana_a1,
2025-12-22,-1.5422266636858541,poiana_a1,-2.9170067378563402
2026-01-03,1.9049121779983595,poiana_a1,2.603006927407457
2026-01-15,-3.1408724418488654,poiana_a1,-4.737265740112921
2026-01-27,0.4079450598279918,poiana_a1,1.6251431029282049
2026-02-08,-0.29806611397658755,poiana_a1,-1.8358152433124562
2026-02-20,-0.5312785581225332,poiana_a1,2.174661569771944
2026-03-04,0.6868819576709441,poiana_a1,0.2324474148691269
2026-03-16,-3.9825322676228083,poiana_a1,-3.070388461371851
2026-03-28,-1.7631385398522368,poiana_a1,-1.026549984774753
2026-04-09,-6.315244021697536,poiana_a1,-5.835104982807067
2026-04-21,-3.2249882824143654,poiana_a1,0.6312866543403691
2026-05-03,-2.1346944110229016,poiana_a1,-0.3096298926422207
2026-05-15,-1.772912062647423,poiana_a1,3.785276632541761
