date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,1.9141222564748037,ocna_dej,
2025-11-28,-1.3566535305170029,ocna_dej,
2025-12-10,-5.3569447122915035,ocna_dej,
2025-12-22,-0.3607819588269229,ocna_dej,-1.8957535127514389
2026-01-03,0.8564428289347955,ocna_dej,1.844246966209832
2026-01-15,-1.8573946286254455,ocna_dej,2.916291736388382
2026-01-27,-1.4250742250906225,ocna_dej,-0.8869102218864163
2026-02-08,-2.546464557860882,ocna_dej,-2.8357561556630646
2026-02-20,0.24733069601425361,ocna_dej,1.7539377705330828
2026-03-04,-3.900333791496534,ocna_dej,-2.0627163053382596
2026-03-16,2.4630858052256563,ocna_dej,4.174625302572116
2026-03-28,0.15089340768752657,ocna_dej,-0.0803644069389392
2026-04-09,-1.0586773802300338,ocna_dej,2.3680470093887505
2026-04-21,-1.7930907754311187,ocna_dej,-3.5468138172139794
2026-05-03,2.588426005327266,ocna_dej,2.031277164699783
2026-05-15,-0.5606348969607884,ocna_dej,0.41503540272437117
